date,day,eventfromtime,dayname,entry,shoppingtime
06/03/2023,Mon,1:00:00,Mon,3,0
06/03/2023,Mon,2:00:00,Mon,3,0
06/03/2023,Mon,3:00:00,Mon,4,0
06/03/2023,Mon,4:00:00,Mon,8,0
06/03/2023,Mon,5:00:00,Mon,5,0
06/03/2023,Mon,6:00:00,Mon,13,0
06/03/2023,Mon,7:00:00,Mon,140,8.12
06/03/2023,Mon,8:00:00,Mon,457,20.25
06/03/2023,Mon,9:00:00,Mon,901,30.12
06/03/2023,Mon,10:00:00,Mon,1638,39.48
06/03/2023,Mon,11:00:00,Mon,1941,51.13
06/03/2023,Mon,12:00:00,Mon,1911,65.54
06/03/2023,Mon,13:00:00,Mon,2056,74.08
06/03/2023,Mon,14:00:00,Mon,1741,81.56
06/03/2023,Mon,15:00:00,Mon,1656,83.58
06/03/2023,Mon,16:00:00,Mon,1744,81.69
06/03/2023,Mon,17:00:00,Mon,1671,78.94
06/03/2023,Mon,18:00:00,Mon,1596,79.38
06/03/2023,Mon,19:00:00,Mon,1333,81.47
06/03/2023,Mon,20:00:00,Mon,1000,86.71
06/03/2023,Mon,21:00:00,Mon,746,90.45
06/03/2023,Mon,22:00:00,Mon,216,100.22
06/03/2023,Mon,23:00:00,Mon,90,104.89
07/03/2023,Tue,0:00:00,Tue,69,0
07/03/2023,Tue,1:00:00,Tue,30,0
07/03/2023,Tue,2:00:00,Tue,40,0
07/03/2023,Tue,3:00:00,Tue,7,0
07/03/2023,Tue,4:00:00,Tue,6,0
07/03/2023,Tue,5:00:00,Tue,15,0
07/03/2023,Tue,6:00:00,Tue,12,0
07/03/2023,Tue,7:00:00,Tue,63,88.69
07/03/2023,Tue,8:00:00,Tue,418,13.52
07/03/2023,Tue,9:00:00,Tue,1023,25.13
07/03/2023,Tue,10:00:00,Tue,1599,37.01
07/03/2023,Tue,11:00:00,Tue,1778,49.63
07/03/2023,Tue,12:00:00,Tue,1847,62.99
07/03/2023,Tue,13:00:00,Tue,1950,71.01
07/03/2023,Tue,14:00:00,Tue,1912,77.37
07/03/2023,Tue,15:00:00,Tue,1771,82.98
07/03/2023,Tue,16:00:00,Tue,1803,85.43
07/03/2023,Tue,17:00:00,Tue,1679,86.49
07/03/2023,Tue,18:00:00,Tue,1930,85.19
07/03/2023,Tue,19:00:00,Tue,1639,82.88
07/03/2023,Tue,20:00:00,Tue,973,95.01
07/03/2023,Tue,21:00:00,Tue,733,104.38
07/03/2023,Tue,22:00:00,Tue,320,103.67
07/03/2023,Tue,23:00:00,Tue,141,99.79
08/03/2023,Wed,0:00:00,Wed,99,0
08/03/2023,Wed,1:00:00,Wed,25,0
08/03/2023,Wed,2:00:00,Wed,36,0
08/03/2023,Wed,3:00:00,Wed,3,0
08/03/2023,Wed,4:00:00,Wed,6,0
08/03/2023,Wed,5:00:00,Wed,9,0
08/03/2023,Wed,6:00:00,Wed,32,0
08/03/2023,Wed,7:00:00,Wed,55,82.58
08/03/2023,Wed,8:00:00,Wed,423,11.67
08/03/2023,Wed,9:00:00,Wed,888,24.15
08/03/2023,Wed,10:00:00,Wed,1860,35.79
08/03/2023,Wed,11:00:00,Wed,1885,49.67
08/03/2023,Wed,12:00:00,Wed,2111,66.54
08/03/2023,Wed,13:00:00,Wed,1957,77.64
08/03/2023,Wed,14:00:00,Wed,2076,80.69
08/03/2023,Wed,15:00:00,Wed,1636,85.39
08/03/2023,Wed,16:00:00,Wed,1976,83.24
08/03/2023,Wed,17:00:00,Wed,1943,79.1
08/03/2023,Wed,18:00:00,Wed,1997,76.76
08/03/2023,Wed,19:00:00,Wed,1754,74.01
08/03/2023,Wed,20:00:00,Wed,1134,82.32
08/03/2023,Wed,21:00:00,Wed,711,92.91
08/03/2023,Wed,22:00:00,Wed,213,103.43
08/03/2023,Wed,23:00:00,Wed,56,113.01
09/03/2023,Thu,0:00:00,Thu,33,0
09/03/2023,Thu,1:00:00,Thu,2,0
09/03/2023,Thu,2:00:00,Thu,3,0
09/03/2023,Thu,3:00:00,Thu,1,0
09/03/2023,Thu,4:00:00,Thu,5,0
09/03/2023,Thu,5:00:00,Thu,11,0
09/03/2023,Thu,6:00:00,Thu,59,0
09/03/2023,Thu,7:00:00,Thu,158,30.16
09/03/2023,Thu,8:00:00,Thu,437,31.13
09/03/2023,Thu,9:00:00,Thu,767,36.65
09/03/2023,Thu,10:00:00,Thu,986,45.62
09/03/2023,Thu,11:00:00,Thu,1176,52.78
09/03/2023,Thu,12:00:00,Thu,1221,58.78
09/03/2023,Thu,13:00:00,Thu,1281,61.47
09/03/2023,Thu,14:00:00,Thu,1202,62.78
09/03/2023,Thu,15:00:00,Thu,1226,61.99
09/03/2023,Thu,16:00:00,Thu,1347,58.3
09/03/2023,Thu,17:00:00,Thu,1456,56.14
09/03/2023,Thu,18:00:00,Thu,1521,57.86
09/03/2023,Thu,19:00:00,Thu,1458,57.93
09/03/2023,Thu,20:00:00,Thu,1129,63.65
09/03/2023,Thu,21:00:00,Thu,993,66.88
09/03/2023,Thu,22:00:00,Thu,345,68.16
09/03/2023,Thu,23:00:00,Thu,239,69.94
10/03/2023,Fri,0:00:00,Fri,208,0
10/03/2023,Fri,1:00:00,Fri,11,0
10/03/2023,Fri,2:00:00,Fri,4,0
10/03/2023,Fri,3:00:00,Fri,9,0
10/03/2023,Fri,4:00:00,Fri,16,0
10/03/2023,Fri,5:00:00,Fri,3,0
10/03/2023,Fri,6:00:00,Fri,6,0
10/03/2023,Fri,7:00:00,Fri,64,214.12
10/03/2023,Fri,8:00:00,Fri,951,11.54
10/03/2023,Fri,9:00:00,Fri,2039,26.23
10/03/2023,Fri,10:00:00,Fri,2238,44.07
10/03/2023,Fri,11:00:00,Fri,2230,56.28
10/03/2023,Fri,12:00:00,Fri,2256,60.59
10/03/2023,Fri,13:00:00,Fri,2052,61.75
10/03/2023,Fri,14:00:00,Fri,1307,67.1
10/03/2023,Fri,15:00:00,Fri,474,63.38
10/03/2023,Fri,16:00:00,Fri,354,13.36
10/03/2023,Fri,17:00:00,Fri,268,6.02
10/03/2023,Fri,18:00:00,Fri,264,13.97
10/03/2023,Fri,19:00:00,Fri,275,10.1
10/03/2023,Fri,20:00:00,Fri,189,19.55
10/03/2023,Fri,21:00:00,Fri,573,17.03
10/03/2023,Fri,22:00:00,Fri,232,32.85
10/03/2023,Fri,23:00:00,Fri,261,55.84
11/03/2023,Sat,0:00:00,Sat,184,0
11/03/2023,Sat,1:00:00,Sat,24,0
11/03/2023,Sat,2:00:00,Sat,4,0
11/03/2023,Sat,3:00:00,Sat,0,0
11/03/2023,Sat,4:00:00,Sat,0,0
11/03/2023,Sat,5:00:00,Sat,0,0
11/03/2023,Sat,6:00:00,Sat,0,0
11/03/2023,Sat,7:00:00,Sat,0,0
11/03/2023,Sat,8:00:00,Sat,0,0
11/03/2023,Sat,9:00:00,Sat,0,0
11/03/2023,Sat,10:00:00,Sat,0,0
11/03/2023,Sat,11:00:00,Sat,0,0
11/03/2023,Sat,12:00:00,Sat,0,0
11/03/2023,Sat,13:00:00,Sat,0,0
11/03/2023,Sat,14:00:00,Sat,0,0
11/03/2023,Sat,15:00:00,Sat,0,0
11/03/2023,Sat,16:00:00,Sat,0,0
11/03/2023,Sat,17:00:00,Sat,0,0
11/03/2023,Sat,18:00:00,Sat,0,0
11/03/2023,Sat,19:00:00,Sat,0,0
11/03/2023,Sat,20:00:00,Sat,0,0
11/03/2023,Sat,21:00:00,Sat,0,0
11/03/2023,Sat,22:00:00,Sat,0,0
11/03/2023,Sat,23:00:00,Sat,0,0
12/03/2023,Sun,0:00:00,Sun,160,0
12/03/2023,Sun,1:00:00,Sun,72,0
12/03/2023,Sun,2:00:00,Sun,44,0
12/03/2023,Sun,3:00:00,Sun,8,0
12/03/2023,Sun,4:00:00,Sun,1,0
12/03/2023,Sun,5:00:00,Sun,16,0
12/03/2023,Sun,6:00:00,Sun,27,0
12/03/2023,Sun,7:00:00,Sun,46,230.09
12/03/2023,Sun,8:00:00,Sun,280,27.49
12/03/2023,Sun,9:00:00,Sun,725,16.58
12/03/2023,Sun,10:00:00,Sun,1116,30.71
12/03/2023,Sun,11:00:00,Sun,1259,43.08
12/03/2023,Sun,12:00:00,Sun,1424,50.44
12/03/2023,Sun,13:00:00,Sun,1370,55.26
12/03/2023,Sun,14:00:00,Sun,1265,57.74
12/03/2023,Sun,15:00:00,Sun,1210,60.28
12/03/2023,Sun,16:00:00,Sun,1497,55.91
12/03/2023,Sun,17:00:00,Sun,1576,54.07
12/03/2023,Sun,18:00:00,Sun,1607,56.78
12/03/2023,Sun,19:00:00,Sun,1442,62.04
12/03/2023,Sun,20:00:00,Sun,1148,73.17
12/03/2023,Sun,21:00:00,Sun,722,85.83
12/03/2023,Sun,22:00:00,Sun,184,103.05
12/03/2023,Sun,23:00:00,Sun,73,120.31
13/03/2023,Mon,0:00:00,Mon,68,0
13/03/2023,Mon,1:00:00,Mon,6,0
13/03/2023,Mon,2:00:00,Mon,2,0
13/03/2023,Mon,3:00:00,Mon,7,0
13/03/2023,Mon,4:00:00,Mon,8,0
13/03/2023,Mon,5:00:00,Mon,5,0
13/03/2023,Mon,6:00:00,Mon,23,0
13/03/2023,Mon,7:00:00,Mon,101,8.14
13/03/2023,Mon,8:00:00,Mon,351,13.36
13/03/2023,Mon,9:00:00,Mon,769,24.64
13/03/2023,Mon,10:00:00,Mon,1073,37.28
13/03/2023,Mon,11:00:00,Mon,1284,48.07
13/03/2023,Mon,12:00:00,Mon,1447,55.42
13/03/2023,Mon,13:00:00,Mon,1391,61.65
13/03/2023,Mon,14:00:00,Mon,1330,64.28
13/03/2023,Mon,15:00:00,Mon,1096,68.59
13/03/2023,Mon,16:00:00,Mon,1457,65.33
13/03/2023,Mon,17:00:00,Mon,1595,62.85
13/03/2023,Mon,18:00:00,Mon,1505,67.48
13/03/2023,Mon,19:00:00,Mon,1377,71.25
13/03/2023,Mon,20:00:00,Mon,1190,74.75
13/03/2023,Mon,21:00:00,Mon,782,86.79
13/03/2023,Mon,22:00:00,Mon,184,105.51
13/03/2023,Mon,23:00:00,Mon,67,114.21
14/03/2023,Tue,0:00:00,Tue,24,0
14/03/2023,Tue,1:00:00,Tue,2,0
14/03/2023,Tue,2:00:00,Tue,5,0
14/03/2023,Tue,3:00:00,Tue,1,0
14/03/2023,Tue,4:00:00,Tue,10,0
14/03/2023,Tue,5:00:00,Tue,6,0
14/03/2023,Tue,6:00:00,Tue,23,0
14/03/2023,Tue,7:00:00,Tue,117,17.7
14/03/2023,Tue,8:00:00,Tue,287,27.24
14/03/2023,Tue,9:00:00,Tue,753,30.24
14/03/2023,Tue,10:00:00,Tue,1340,37
14/03/2023,Tue,11:00:00,Tue,1344,53.33
14/03/2023,Tue,12:00:00,Tue,1466,65.92
14/03/2023,Tue,13:00:00,Tue,1395,73.26
14/03/2023,Tue,14:00:00,Tue,1303,75.94
14/03/2023,Tue,15:00:00,Tue,1206,76.71
14/03/2023,Tue,16:00:00,Tue,1513,71.28
14/03/2023,Tue,17:00:00,Tue,1778,65.77
14/03/2023,Tue,18:00:00,Tue,1927,65.89
14/03/2023,Tue,19:00:00,Tue,1591,74.33
14/03/2023,Tue,20:00:00,Tue,1088,86.49
14/03/2023,Tue,21:00:00,Tue,863,97.4
14/03/2023,Tue,22:00:00,Tue,587,85.44
14/03/2023,Tue,23:00:00,Tue,91,100.72
15/03/2023,Wed,0:00:00,Wed,77,0
15/03/2023,Wed,1:00:00,Wed,9,0
15/03/2023,Wed,2:00:00,Wed,6,0
15/03/2023,Wed,3:00:00,Wed,2,0
15/03/2023,Wed,4:00:00,Wed,4,0
15/03/2023,Wed,5:00:00,Wed,15,0
15/03/2023,Wed,6:00:00,Wed,29,0
15/03/2023,Wed,7:00:00,Wed,55,44.02
15/03/2023,Wed,8:00:00,Wed,341,12.48
15/03/2023,Wed,9:00:00,Wed,675,26.59
15/03/2023,Wed,10:00:00,Wed,978,40.58
15/03/2023,Wed,11:00:00,Wed,1145,53.49
15/03/2023,Wed,12:00:00,Wed,1276,61.66
15/03/2023,Wed,13:00:00,Wed,1318,65.99
15/03/2023,Wed,14:00:00,Wed,1267,66.53
15/03/2023,Wed,15:00:00,Wed,1191,68.91
15/03/2023,Wed,16:00:00,Wed,1564,63.49
15/03/2023,Wed,17:00:00,Wed,1475,63.75
15/03/2023,Wed,18:00:00,Wed,1729,65.79
15/03/2023,Wed,19:00:00,Wed,1795,65.04
15/03/2023,Wed,20:00:00,Wed,1069,80.64
15/03/2023,Wed,21:00:00,Wed,696,98.57
15/03/2023,Wed,22:00:00,Wed,231,107.69
15/03/2023,Wed,23:00:00,Wed,81,93.82
16/03/2023,Thu,0:00:00,Thu,115,0
16/03/2023,Thu,1:00:00,Thu,10,0
16/03/2023,Thu,2:00:00,Thu,6,0
16/03/2023,Thu,3:00:00,Thu,4,0
16/03/2023,Thu,4:00:00,Thu,12,0
16/03/2023,Thu,5:00:00,Thu,7,0
16/03/2023,Thu,6:00:00,Thu,21,0
16/03/2023,Thu,7:00:00,Thu,51,133.99
16/03/2023,Thu,8:00:00,Thu,315,9.96
16/03/2023,Thu,9:00:00,Thu,714,22.05
16/03/2023,Thu,10:00:00,Thu,1068,34.55
16/03/2023,Thu,11:00:00,Thu,1147,45.58
16/03/2023,Thu,12:00:00,Thu,1283,52.79
16/03/2023,Thu,13:00:00,Thu,1288,55.2
16/03/2023,Thu,14:00:00,Thu,1404,56.42
16/03/2023,Thu,15:00:00,Thu,1295,58.86
16/03/2023,Thu,16:00:00,Thu,1567,55.2
16/03/2023,Thu,17:00:00,Thu,1579,56.97
16/03/2023,Thu,18:00:00,Thu,1777,59.51
16/03/2023,Thu,19:00:00,Thu,1547,61.66
16/03/2023,Thu,20:00:00,Thu,1225,69.29
16/03/2023,Thu,21:00:00,Thu,1071,72.45
16/03/2023,Thu,22:00:00,Thu,434,77.07
16/03/2023,Thu,23:00:00,Thu,239,74.67
17/03/2023,Fri,0:00:00,Fri,85,0
17/03/2023,Fri,1:00:00,Fri,158,0
17/03/2023,Fri,2:00:00,Fri,164,0
17/03/2023,Fri,3:00:00,Fri,20,0
17/03/2023,Fri,4:00:00,Fri,0,0
17/03/2023,Fri,5:00:00,Fri,0,0
17/03/2023,Fri,6:00:00,Fri,14,0
17/03/2023,Fri,7:00:00,Fri,59,262.47
17/03/2023,Fri,8:00:00,Fri,252,83.41
17/03/2023,Fri,9:00:00,Fri,593,17.42
17/03/2023,Fri,10:00:00,Fri,595,33.83
17/03/2023,Fri,11:00:00,Fri,572,45.87
17/03/2023,Fri,12:00:00,Fri,618,48.6
17/03/2023,Fri,13:00:00,Fri,539,50.72
17/03/2023,Fri,14:00:00,Fri,455,50.37
17/03/2023,Fri,15:00:00,Fri,349,39.16
17/03/2023,Fri,16:00:00,Fri,257,23.21
17/03/2023,Fri,17:00:00,Fri,270,21.31
17/03/2023,Fri,18:00:00,Fri,203,31.79
17/03/2023,Fri,19:00:00,Fri,232,22.29
17/03/2023,Fri,20:00:00,Fri,137,42.23
17/03/2023,Fri,21:00:00,Fri,327,34.53
17/03/2023,Fri,22:00:00,Fri,180,29.84
17/03/2023,Fri,23:00:00,Fri,188,0
18/03/2023,Sat,0:00:00,Sat,67,0
18/03/2023,Sat,1:00:00,Sat,284,0
18/03/2023,Sat,2:00:00,Sat,226,0
18/03/2023,Sat,3:00:00,Sat,0,0
18/03/2023,Sat,4:00:00,Sat,0,0
18/03/2023,Sat,5:00:00,Sat,0,0
18/03/2023,Sat,6:00:00,Sat,0,0
18/03/2023,Sat,7:00:00,Sat,5,336.17
18/03/2023,Sat,8:00:00,Sat,32,0
18/03/2023,Sat,9:00:00,Sat,6,0
18/03/2023,Sat,10:00:00,Sat,123,239.62
18/03/2023,Sat,11:00:00,Sat,525,11.78
18/03/2023,Sat,12:00:00,Sat,378,37.01
18/03/2023,Sat,13:00:00,Sat,535,37.71
18/03/2023,Sat,14:00:00,Sat,449,41
18/03/2023,Sat,15:00:00,Sat,413,48.79
18/03/2023,Sat,16:00:00,Sat,519,53.08
18/03/2023,Sat,17:00:00,Sat,415,54.81
18/03/2023,Sat,18:00:00,Sat,408,65.41
18/03/2023,Sat,19:00:00,Sat,408,69
18/03/2023,Sat,20:00:00,Sat,443,78.2
18/03/2023,Sat,21:00:00,Sat,566,71.46
18/03/2023,Sat,22:00:00,Sat,351,72.28
18/03/2023,Sat,23:00:00,Sat,216,0
19/03/2023,Sun,0:00:00,Sun,239,0
19/03/2023,Sun,1:00:00,Sun,106,0
19/03/2023,Sun,2:00:00,Sun,55,0
19/03/2023,Sun,3:00:00,Sun,2,0
19/03/2023,Sun,4:00:00,Sun,2,0
19/03/2023,Sun,5:00:00,Sun,5,0
19/03/2023,Sun,6:00:00,Sun,18,0
19/03/2023,Sun,7:00:00,Sun,64,298.76
19/03/2023,Sun,8:00:00,Sun,226,93.83
19/03/2023,Sun,9:00:00,Sun,752,12.77
19/03/2023,Sun,10:00:00,Sun,1092,28.7
19/03/2023,Sun,11:00:00,Sun,1260,40.55
19/03/2023,Sun,12:00:00,Sun,1330,49.89
19/03/2023,Sun,13:00:00,Sun,1423,53.59
19/03/2023,Sun,14:00:00,Sun,1309,58.71
19/03/2023,Sun,15:00:00,Sun,1213,62.95
19/03/2023,Sun,16:00:00,Sun,1497,61.32
19/03/2023,Sun,17:00:00,Sun,1410,61.6
19/03/2023,Sun,18:00:00,Sun,1470,68.93
19/03/2023,Sun,19:00:00,Sun,1335,71.32
19/03/2023,Sun,20:00:00,Sun,1037,76.44
19/03/2023,Sun,21:00:00,Sun,553,89.34
19/03/2023,Sun,22:00:00,Sun,195,96.96
19/03/2023,Sun,23:00:00,Sun,51,100.9
20/03/2023,Mon,0:00:00,Mon,39,0
20/03/2023,Mon,1:00:00,Mon,16,0
20/03/2023,Mon,2:00:00,Mon,3,0
20/03/2023,Mon,3:00:00,Mon,20,0
20/03/2023,Mon,4:00:00,Mon,9,0
20/03/2023,Mon,5:00:00,Mon,7,0
20/03/2023,Mon,6:00:00,Mon,13,0
20/03/2023,Mon,7:00:00,Mon,75,12.52
20/03/2023,Mon,8:00:00,Mon,356,16.65
20/03/2023,Mon,9:00:00,Mon,784,28.03
20/03/2023,Mon,10:00:00,Mon,1114,41.39
20/03/2023,Mon,11:00:00,Mon,1447,51.01
20/03/2023,Mon,12:00:00,Mon,1695,58.96
20/03/2023,Mon,13:00:00,Mon,1918,60.85
20/03/2023,Mon,14:00:00,Mon,1759,62.64
20/03/2023,Mon,15:00:00,Mon,1581,65.11
20/03/2023,Mon,16:00:00,Mon,1834,63.33
20/03/2023,Mon,17:00:00,Mon,2025,62.15
20/03/2023,Mon,18:00:00,Mon,2148,64.03
20/03/2023,Mon,19:00:00,Mon,2131,66.69
20/03/2023,Mon,20:00:00,Mon,1348,75.07
20/03/2023,Mon,21:00:00,Mon,721,93.42
20/03/2023,Mon,22:00:00,Mon,254,107.12
20/03/2023,Mon,23:00:00,Mon,53,122.86
21/03/2023,Tue,0:00:00,Tue,99,0
21/03/2023,Tue,1:00:00,Tue,3,0
21/03/2023,Tue,2:00:00,Tue,1,0
21/03/2023,Tue,3:00:00,Tue,1,0
21/03/2023,Tue,4:00:00,Tue,2,0
21/03/2023,Tue,5:00:00,Tue,3,0
21/03/2023,Tue,6:00:00,Tue,14,0
21/03/2023,Tue,7:00:00,Tue,78,37.8
21/03/2023,Tue,8:00:00,Tue,346,15.33
21/03/2023,Tue,9:00:00,Tue,855,25.3
21/03/2023,Tue,10:00:00,Tue,1467,35.66
21/03/2023,Tue,11:00:00,Tue,1690,47.91
21/03/2023,Tue,12:00:00,Tue,1753,62.24
21/03/2023,Tue,13:00:00,Tue,1855,68.64
21/03/2023,Tue,14:00:00,Tue,1932,68.25
21/03/2023,Tue,15:00:00,Tue,1519,71.32
21/03/2023,Tue,16:00:00,Tue,1990,67.98
21/03/2023,Tue,17:00:00,Tue,2159,65.75
21/03/2023,Tue,18:00:00,Tue,2209,69.93
21/03/2023,Tue,19:00:00,Tue,2144,70.85
21/03/2023,Tue,20:00:00,Tue,1356,80.47
21/03/2023,Tue,21:00:00,Tue,876,93.82
21/03/2023,Tue,22:00:00,Tue,212,105.33
21/03/2023,Tue,23:00:00,Tue,98,127.09
22/03/2023,Wed,0:00:00,Wed,97,0
22/03/2023,Wed,1:00:00,Wed,2,0
22/03/2023,Wed,2:00:00,Wed,1,0
22/03/2023,Wed,3:00:00,Wed,3,0
22/03/2023,Wed,4:00:00,Wed,5,0
22/03/2023,Wed,5:00:00,Wed,7,0
22/03/2023,Wed,6:00:00,Wed,19,0
22/03/2023,Wed,7:00:00,Wed,50,144.12
22/03/2023,Wed,8:00:00,Wed,525,11.05
22/03/2023,Wed,9:00:00,Wed,887,27.4
22/03/2023,Wed,10:00:00,Wed,1691,40.35
22/03/2023,Wed,11:00:00,Wed,1783,50.23
22/03/2023,Wed,12:00:00,Wed,1945,62.61
22/03/2023,Wed,13:00:00,Wed,1870,67.24
22/03/2023,Wed,14:00:00,Wed,1905,68.38
22/03/2023,Wed,15:00:00,Wed,1685,69.11
22/03/2023,Wed,16:00:00,Wed,1837,69.11
22/03/2023,Wed,17:00:00,Wed,2211,65.56
22/03/2023,Wed,18:00:00,Wed,2253,67.34
22/03/2023,Wed,19:00:00,Wed,2196,71.65
22/03/2023,Wed,20:00:00,Wed,1587,78.87
22/03/2023,Wed,21:00:00,Wed,923,92.94
22/03/2023,Wed,22:00:00,Wed,338,109.73
22/03/2023,Wed,23:00:00,Wed,73,131.76
23/03/2023,Thu,0:00:00,Thu,215,0
23/03/2023,Thu,1:00:00,Thu,5,0
23/03/2023,Thu,2:00:00,Thu,0,0
23/03/2023,Thu,3:00:00,Thu,2,0
23/03/2023,Thu,4:00:00,Thu,12,0
23/03/2023,Thu,5:00:00,Thu,6,0
23/03/2023,Thu,6:00:00,Thu,28,0
23/03/2023,Thu,7:00:00,Thu,60,272.31
23/03/2023,Thu,8:00:00,Thu,318,29.91
23/03/2023,Thu,9:00:00,Thu,734,17.47
23/03/2023,Thu,10:00:00,Thu,961,33.62
23/03/2023,Thu,11:00:00,Thu,1204,43.83
23/03/2023,Thu,12:00:00,Thu,1362,49.08
23/03/2023,Thu,13:00:00,Thu,1360,51.68
23/03/2023,Thu,14:00:00,Thu,1343,52
23/03/2023,Thu,15:00:00,Thu,1172,54.73
23/03/2023,Thu,16:00:00,Thu,1351,51.33
23/03/2023,Thu,17:00:00,Thu,1540,47.51
23/03/2023,Thu,18:00:00,Thu,1364,46
23/03/2023,Thu,19:00:00,Thu,766,51.26
23/03/2023,Thu,20:00:00,Thu,966,45.26
23/03/2023,Thu,21:00:00,Thu,899,40.59
23/03/2023,Thu,22:00:00,Thu,269,45.38
23/03/2023,Thu,23:00:00,Thu,211,20.4
24/03/2023,Fri,0:00:00,Fri,225,0
24/03/2023,Fri,1:00:00,Fri,52,0
24/03/2023,Fri,2:00:00,Fri,223,0
24/03/2023,Fri,3:00:00,Fri,234,0
24/03/2023,Fri,4:00:00,Fri,6,0
24/03/2023,Fri,5:00:00,Fri,0,0
24/03/2023,Fri,6:00:00,Fri,7,0
24/03/2023,Fri,7:00:00,Fri,43,284.62
24/03/2023,Fri,8:00:00,Fri,131,260.82
24/03/2023,Fri,9:00:00,Fri,462,31.99
24/03/2023,Fri,10:00:00,Fri,620,16.27
24/03/2023,Fri,11:00:00,Fri,606,21.84
24/03/2023,Fri,12:00:00,Fri,618,25.59
24/03/2023,Fri,13:00:00,Fri,585,24.81
24/03/2023,Fri,14:00:00,Fri,575,19.87
24/03/2023,Fri,15:00:00,Fri,564,7.18
24/03/2023,Fri,16:00:00,Fri,363,16.66
24/03/2023,Fri,17:00:00,Fri,376,16.61
24/03/2023,Fri,18:00:00,Fri,308,23.76
24/03/2023,Fri,19:00:00,Fri,189,19.13
24/03/2023,Fri,20:00:00,Fri,123,25.94
24/03/2023,Fri,21:00:00,Fri,431,6.55
24/03/2023,Fri,22:00:00,Fri,203,24.17
24/03/2023,Fri,23:00:00,Fri,270,0
